id,date,start_time,end_time,progress,duration,lab,country,userlanguage,minimal_group,dg_min_in_self,dg_min_out_self,dg_min_in_out,dg_nat_in_self,dg_nat_out_self,dg_nat_in_out,dg_fam_in_self,dg_fam_out_self,dg_fam_in_out,dg_min_bias_first,dg_min_bias_third,dg_nat_bias_first,dg_nat_bias_third,dg_fam_bias_first,dg_fam_bias_third,att_min_in,att_min_out,att_min_bias,att_nat_in,att_nat_out,att_nat_bias,att_fam_in,att_fam_out,att_fam_bias,self_esteem,trust_in,trust_out,trust_in_out,trust_institution,horizontal_individualism,vertical_collectivism,permeability,family_tie_importance,family_tie_parental_duties,family_tie_respect_parents,family_tie_sum,embeddedness,attention_general_1,attention_minimal,attention_general_2,pass_attention_general_1,pass_attention_minimal,pass_attention_general_2,pass_attention_total,interpersonaltrust_1,interpersonaltrust_2,interpersonaltrust_3,interpersonaltrust_4,interpersonaltrust_5,interpersonaltrust_6,institutiontrust_1,institutiontrust_2,institutiontrust_3,familytie1,familytie2,familytie3_1,familytie3_2,familytie3_3,familytie3_4,col_ind_1,col_ind_2,col_ind_3,col_ind_4,col_ind_5,col_ind_6,col_ind_7,col_ind_8,col_ind_9,col_ind_10,col_ind_11,col_ind_12,col_ind_13,col_ind_14,gender,age,political_affiliation,political_orientation,income_when16,work_situation,education,marital_status,num_children,num_siblings,num_cousins,residence_wparents,size_of_residence,freq_moving,region_childhood,region_current,comment,mgp_familiarity,mgp_followup,trade_off_1,trade_off_2,trade_off_3,trade_off_4,trade_off_5,trade_off_6,trade_off_7,trade_off_8,trade_off_9,currency,conversionrate,dvorder,mingroup,ingroupletter,outgroupletter,role,gamepayoff,totalmoney
p027,2022-04-04,03:17:56,03:29:17,100,680,01,GBR,EN-GB,J,20,20,10,20,20,10,15,20,20,0,10,0,10,5,20,3.25,3.25,0,5,4,1,5.75,4.25,1.5,4,3.3333333333333335,3,0.3333333333333335,2.3333333333333335,5.333333333333333,5,-0.33333333333333304,4,1,2,7,7,Somewhat Disagree,J,18,1,1,1,3,4,3,3,3,3,3,2,3,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Rather important,Not at all important,Not very important,6,4,5,6,7,5,5,6,8,5,5,6,6,8,Male,55-64,Other party,A little conservative,Below average,Pensioned/Retired,Completed college / university,Married,0,1,5,No,"10,000 to 100,000 inhabitants",I didn't move,"Surrey, East and West Sussex","Surrey, East and West Sussex",NA,No,NA,1,3,2,4,1,2,4,1,5,£,0.067,allofirst,secondletter,J,H,recipient,10,0.67
p028,2022-04-04,03:15:47,03:29:17,100,810,01,GBR,EN-GB,P,10,10,10,10,10,10,10,10,20,0,10,0,10,0,20,3,3,0,3.5,4.25,-0.75,7,5.5,1.5,6,3,2.6666666666666665,0.3333333333333335,1.6666666666666667,8.333333333333334,2,-6.333333333333334,4,1,2,7,20,Somewhat Disagree,P,18,1,1,1,3,3,2,4,2,3,3,1,3,1,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Not at all important,Not at all important,9,1,1,6,6,8,5,9,5,8,8,1,1,8,Female,18-24,Labour,Very liberal,Far below average,Employed (full-time),Post-graduate degree,In a relationship (but currently unmarried),0,5,13,Yes,"10,000 to 100,000 inhabitants",I moved once or twice,East Wales,East Wales,NA,No,NA,2,4,1,3,2,2,2,2,4,£,0.067,attfirst,firstletter,P,S,recipient,10,0.67
p029,2022-04-04,03:17:17,03:29:30,100,732,01,GBR,EN-GB,P,10,10,10,10,10,10,10,10,15,0,10,0,10,0,15,4.5,4.5,0,6.25,5.75,0.5,6.75,5.75,1,4,3.6666666666666665,2.6666666666666665,1,3,6.666666666666667,5.75,-0.916666666666667,4,1,2,7,11,Somewhat Disagree,P,18,1,1,1,3,4,3,4,2,3,3,3,3,3,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Not at all important,Very important,7,6,7,4,8,7,7,7,5,6,6,3,5,7,Female,25-34,Labour,Somewhat liberal,Average,Employed (part-time),Completed college / university,Married,2,1,7,No,"2,000 to 10,000 inhabitants",I moved once or twice,Shropshire and Staffordshire,Shropshire and Staffordshire,NA,No,NA,1,2,5,2,1,4,2,2,4,£,0.067,attfirst,firstletter,P,S,allocator,10,0.67
p030,2022-04-04,03:16:04,03:29:40,100,816,01,GBR,EN-GB,K,10,5,10,10,10,10,12,15,15,-5,10,0,10,3,15,4.75,3.75,1,6.5,3.75,2.75,4.75,4.5,0.25,5,3,2.3333333333333335,0.6666666666666665,2,8,6,-2,4,1,2,7,6,Somewhat Disagree,K,18,1,1,1,3,3,3,3,3,2,2,2,2,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Not at all important,Rather important,8,3,7,8,8,9,7,7,9,9,8,7,8,9,Male,55-64,Conservative,A little conservative,Average,Employed (part-time),Completed high school,Married,2,1,2,No,"2,000 to 10,000 inhabitants",I didn't move,Devon,Devon,Nationalism,No,NA,1,3,4,2,1,4,1,1,5,£,0.067,attfirst,firstletter,K,M,recipient,10,0.67
p031,2022-04-04,03:22:20,03:29:47,100,447,01,GBR,EN-GB,M,10,10,10,10,10,10,15,15,10,0,10,0,10,0,10,4,4,0,4.5,5,-0.5,6.25,6,0.25,3,3.3333333333333335,3.6666666666666665,-0.33333333333333304,2,6.333333333333333,5.25,-1.083333333333333,3,1,1,5,4,Somewhat Disagree,M,18,1,1,1,3,3,3,4,3,4,4,2,2,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents have a life of their own and should not be asked to sacrifice their own well-being for the sake of their children.,Rather important,Rather important,Not very important,Rather important,5,5,5,6,5,7,5,6,6,6,6,6,6,6,Male,18-24,Labour,Somewhat liberal,Above average,Student,Completed college / university,In a relationship (but currently unmarried),0,1,2,No,"2,000 to 10,000 inhabitants",I moved once or twice,Essex,Essex,Behaviours,No,NA,2,3,3,2,2,2,2,2,4,£,0.067,allofirst,secondletter,M,K,allocator,10,0.67
p032,2022-04-04,03:17:14,03:29:49,100,754,01,GBR,EN-GB,H,11,12,11,15,18,13,12,15,12,1,11,3,13,3,12,5.25,3.5,1.75,5,3.25,1.75,5.5,3,2.5,5,3.3333333333333335,2.6666666666666665,0.666666666666667,3.3333333333333335,6.666666666666667,5,-1.666666666666667,4,1,2,7,6,Somewhat Disagree,H,18,1,1,1,3,4,3,3,3,2,3,4,3,3,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Rather important,Not at all important,Rather important,7,4,6,6,6,6,7,8,6,6,6,3,6,7,Male,65-74,Conservative,Very conservative,Below average,Pensioned/Retired,Completed high school,Married,2,2,1,No,"10,000 to 100,000 inhabitants",I didn't move,"Berkshire, Buckinghamshire and Oxfordshire","Berkshire, Buckinghamshire and Oxfordshire",sharing points with various situations,No,NA,1,4,3,3,1,4,2,1,5,£,0.067,allofirst,firstletter,H,J,recipient,10,0.67
p033,2022-04-04,03:20:30,03:30:30,100,599,01,GBR,EN-GB,S,10,10,10,10,10,10,10,10,10,0,10,0,10,0,10,6,5.25,0.75,6,5.75,0.25,7,6,1,4,4,3,1,2.6666666666666665,5.333333333333333,5.75,0.41666666666666696,4,2,2,8,25,Somewhat Disagree,S,18,1,1,1,3,4,4,4,3,3,3,2,3,3,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Very important,Very important,3,3,7,6,8,5,5,5,5,7,6,8,5,8,Female,35-44,Conservative,Moderate,Average,Employed (full-time),Completed college / university,Married,0,2,22,No,"Up to 2,000 inhabitants",I moved 3-5 times,Cornwall and Isles of Scilly,Cornwall and Isles of Scilly,Social groups,No,NA,2,3,5,3,3,4,3,2,3,£,0.067,attfirst,secondletter,S,P,recipient,10,0.67
p034,2022-04-04,03:15:17,03:30:50,100,932,01,GBR,EN-GB,N,10,10,10,10,10,10,10,10,10,0,10,0,10,0,10,4,4,0,4,4,0,4,4,0,5,3,3,0,2,7.333333333333333,2,-5.333333333333333,4,1,1,6,53,Somewhat Disagree,N,18,1,1,1,3,3,3,3,3,3,3,3,2,1,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents have a life of their own and should not be asked to sacrifice their own well-being for the sake of their children.,Very important,Rather important,Not at all important,Rather important,1,1,1,5,7,7,5,7,5,7,8,1,5,5,Female,45-54,Labour,Somewhat liberal,Above average,Employed (part-time),Some college / university,Married,2,4,46,No,"More than 500,000 inhabitants",I didn't move,West Yorkshire,West Yorkshire,hard to decide which to choose when grouping people like british or family together.  I judge people on their own atributes and no where they are from or what family they are part of,No,NA,2,3,3,3,2,2,4,3,4,£,0.067,allofirst,secondletter,N,L,allocator,10,0.67
p035,2022-04-04,03:20:11,03:31:00,100,649,01,GBR,EN-GB,L,10,10,10,10,10,10,10,10,10,0,10,0,10,0,10,7,7,0,6.5,6.25,0.25,7,6,1,2,3.3333333333333335,3,0.3333333333333335,1.6666666666666667,6.333333333333333,4.5,-1.833333333333333,4,1,2,7,10,Somewhat Disagree,L,18,1,1,1,3,3,3,4,3,3,3,2,2,1,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Not at all important,Rather important,7,5,3,1,5,3,7,9,6,7,7,3,5,5,Female,45-54,No affiliation,Moderate,Below average,Employed (full-time),Completed college / university,In a relationship (but currently unmarried),1,0,8,No,"10,000 to 100,000 inhabitants",I moved once or twice,West Midlands,West Midlands,NA,No,NA,1,3,5,2,1,3,2,1,5,£,0.067,allofirst,firstletter,L,N,recipient,10,0.67
p036,2022-04-04,03:16:40,03:31:18,100,877,01,GBR,EN-GB,M,10,15,10,13,13,10,10,15,15,5,10,0,10,5,15,5.5,6,-0.5,5,5,0,6,5,1,2,3.6666666666666665,3,0.6666666666666665,2.6666666666666665,5,5.75,0.75,3,2,2,7,8,Somewhat Disagree,M,18,1,1,1,3,4,3,4,3,3,3,3,3,2,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents' duty is to do their best for their children even at the expense of their own well-being.,Rather important,Not very important,Not at all important,Rather important,7,6,6,5,5,4,5,6,6,6,5,6,5,7,Female,45-54,No affiliation,Moderate,Far below average,Employed (part-time),Completed high school,Married,1,3,3,No,"10,000 to 100,000 inhabitants",I moved once or twice,North Eastern Scotland,North Eastern Scotland,How people of different race etc are treated,No,NA,1,3,1,3,2,4,3,2,3,£,0.067,allofirst,secondletter,M,K,allocator,15,1.005
p037,2022-04-04,03:14:07,03:31:22,100,1035,01,GBR,EN-GB,P,10,12,10,10,13,13,18,10,1,2,10,3,13,-8,1,5,4.5,0.5,4.75,3.5,1.25,2.75,6,-3.25,6,3.3333333333333335,3,0.3333333333333335,2.3333333333333335,6.666666666666667,2.75,-3.916666666666667,1,2,1,4,6,Somewhat Disagree,P,18,1,1,1,3,2,4,4,3,3,3,2,3,2,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents have a life of their own and should not be asked to sacrifice their own well-being for the sake of their children.,Not at all important,Very important,Not at all important,Very important,5,1,4,6,9,5,5,7,7,8,8,1,5,8,Female,65-74,No affiliation,Moderate,Average,Pensioned/Retired,Completed college / university,Single (but married in the past),0,0,5,No,"More than 500,000 inhabitants",I didn't move,West Midlands,West Midlands,NA,No,NA,2,3,4,1,1,2,3,1,4,£,0.067,allofirst,firstletter,P,S,allocator,10,0.67
p038,2022-04-04,03:23:50,03:32:27,100,516,01,GBR,EN-GB,P,20,20,20,10,10,10,10,20,20,0,20,0,10,10,20,4,4,0,7,6.75,0.25,7,5.5,1.5,1,3.6666666666666665,2,1.6666666666666665,2.6666666666666665,5,4,-1,4,1,2,7,10,Somewhat Disagree,P,18,1,1,1,3,4,3,4,2,2,2,4,3,1,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Not at all important,Very important,7,1,1,5,9,9,5,1,5,9,5,9,1,9,Female,25-34,Conservative,Conservative,Below average,Unemployed,Completed college / university,In a relationship (but currently unmarried),1,1,6,Yes,"10,000 to 100,000 inhabitants",I moved once or twice,Outer London — East and North East,Outer London — East and North East,Loyalty,No,NA,1,4,3,5,1,3,3,1,3,£,0.067,attfirst,firstletter,P,S,recipient,10,0.67
p039,2022-04-04,03:23:45,03:32:40,100,534,01,GBR,EN-GB,M,12,12,10,12,12,10,10,12,12,0,10,0,10,2,12,5,4.5,0.5,6,6,0,6,5.25,0.75,4,3.6666666666666665,3,0.6666666666666665,3.3333333333333335,5.666666666666667,7.5,1.833333333333333,4,1,2,7,7,Somewhat Disagree,M,18,1,1,1,3,4,3,4,3,3,3,4,3,3,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Rather important,Not at all important,Rather important,7,7,8,5,6,5,8,6,6,8,6,7,5,7,Female,18-24,No affiliation,Somewhat liberal,Below average,Employed (part-time),Post-graduate degree,In a relationship (but currently unmarried),0,3,2,Yes,"2,000 to 10,000 inhabitants",I didn't move,Essex,Essex,In-group versus out-group attitudes and behaviours,Yes,People will show in-group preferences even if the 'in-group' is based on a minimal piece of information/affiliation.,1,4,3,4,2,3,3,2,4,£,0.067,allofirst,secondletter,M,K,allocator,12,0.804
p040,2022-04-04,03:16:46,03:32:50,100,964,01,GBR,EN-GB,L,10,10,10,10,10,10,15,10,5,0,10,0,10,-5,5,4,4,0,4.75,4.25,0.5,4.25,6,-1.75,2,2.6666666666666665,2.6666666666666665,0,2.6666666666666665,5.666666666666667,3,-2.666666666666667,2,1,2,5,7,Somewhat Disagree,L,18,1,1,1,3,2,2,4,2,3,3,3,3,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Not very important,Rather important,Not at all important,Rather important,4,2,6,4,6,6,3,6,5,6,5,1,3,6,Female,18-24,Labour,Somewhat liberal,Far below average,Student,Some college / university,Single (never married),0,1,5,No,"10,000 to 100,000 inhabitants",I moved once or twice,East Yorkshire and Northern Lincolnshire,East Yorkshire and Northern Lincolnshire,NA,No,NA,2,1,5,1,1,2,4,2,5,£,0.067,attfirst,firstletter,L,N,recipient,10,0.67
p041,2022-04-04,03:22:59,03:33:01,100,602,01,GBR,EN-GB,J,10,10,10,15,10,10,20,20,15,0,10,-5,10,0,15,3.75,3.5,0.25,3.5,5.5,-2,4,5.5,-1.5,3,3.3333333333333335,3,0.3333333333333335,1.6666666666666667,7.333333333333333,2.25,-5.083333333333333,4,1,2,7,7,Somewhat Disagree,J,18,1,1,1,3,4,2,4,2,3,4,2,2,1,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Not at all important,Rather important,4,1,2,3,6,7,5,7,4,7,8,1,2,9,Female,18-24,Labour,Somewhat liberal,Average,Student,Some college / university,In a relationship (but currently unmarried),0,2,3,Yes,"More than 500,000 inhabitants",I didn't move,West Midlands,West Midlands,In group/ out group attitudes,No,NA,1,2,3,3,1,1,4,1,5,£,0.067,allofirst,secondletter,J,H,recipient,10,0.67
p042,2022-04-04,03:22:58,03:33:02,100,603,01,GBR,EN-GB,N,15,20,15,20,20,10,10,20,10,5,15,0,10,10,10,4.5,3.5,1,4,5.5,-1.5,5.5,6,-0.5,1,4,4,0,3.3333333333333335,5.666666666666667,8,2.333333333333333,4,2,2,8,20,Somewhat Disagree,N,18,1,1,1,3,4,4,4,4,4,4,4,3,3,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Very important,Very important,7,7,8,7,7,7,9,5,6,8,5,8,7,8,Male,45-54,Conservative,A little conservative,Below average,Employed (full-time),Completed high school,Married,2,4,13,No,"10,000 to 100,000 inhabitants",I moved once or twice,Lancashire,Lancashire,NA,No,NA,4,3,3,4,3,2,4,4,2,£,0.067,attfirst,secondletter,N,L,allocator,20,1.34
p043,2022-04-04,03:20:48,03:33:03,100,734,01,GBR,EN-GB,P,10,10,10,10,10,10,10,10,10,0,10,0,10,0,10,5,4.75,0.25,5.75,6,-0.25,5.75,6,-0.25,5,3.3333333333333335,2.6666666666666665,0.666666666666667,2.6666666666666665,6.666666666666667,5.5,-1.166666666666667,4,1,2,7,7,Somewhat Disagree,P,18,1,1,1,3,4,3,3,2,3,3,3,3,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Not very important,Rather important,8,7,7,6,8,6,3,6,6,6,8,5,6,8,Female,35-44,Other party,Somewhat liberal,Average,Employed (full-time),Completed college / university,In a relationship (but currently unmarried),2,1,3,No,"2,000 to 10,000 inhabitants",I didn't move,Cumbria,Cumbria,"How we view those who are different from us, and what makes us view people as different.  Is blood thicker than water?",No,NA,1,3,3,2,1,2,4,1,4,£,0.067,allofirst,firstletter,P,S,recipient,10,0.67
p044,2022-04-04,03:22:16,03:33:03,100,646,01,GBR,EN-GB,K,15,10,10,10,10,10,20,10,5,-5,10,0,10,-10,5,4.5,3.5,1,5.5,5,0.5,3.5,6,-2.5,4,2.3333333333333335,1.6666666666666667,0.6666666666666667,1.6666666666666667,5.666666666666667,4.5,-1.166666666666667,2,1,2,5,8,Somewhat Disagree,K,18,1,1,1,3,3,1,3,2,1,2,2,2,1,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Not very important,Rather important,Not at all important,Rather important,3,2,6,2,7,6,5,4,3,6,7,5,3,6,Female,25-34,Labour,Very liberal,Average,Other,Some college / university,In a relationship (but currently unmarried),3,2,2,No,"More than 500,000 inhabitants",I moved once or twice,South Yorkshire,South Yorkshire,Attitudes toward foreign welfare,No,NA,1,2,3,3,1,2,4,1,5,£,0.067,allofirst,firstletter,K,M,allocator,10,0.67
p045,2022-04-04,03:26:50,03:33:29,100,399,01,GBR,EN-GB,L,12,6,17,17,5,10,15,12,16,-6,17,-12,10,-3,16,4.25,2.75,1.5,5,5,0,5,5.75,-0.75,3,3,3,0,2,7,4.5,-2.5,3,1,2,6,7,Somewhat Disagree,L,18,1,1,1,3,3,3,3,2,4,3,2,2,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Rather important,Very important,Not very important,Very important,8,4,6,4,7,7,5,8,5,9,6,3,6,9,Female,18-24,Labour,Somewhat liberal,Above average,Employed (part-time),Some college / university,In a relationship (but currently unmarried),0,2,4,No,"2,000 to 10,000 inhabitants",I moved once or twice,West Midlands,West Midlands,NA,No,NA,2,3,4,3,2,5,2,2,4,£,0.067,attfirst,firstletter,L,N,allocator,17,1.139
p046,2022-04-04,03:25:02,03:33:29,100,507,01,GBR,EN-GB,H,10,10,10,10,10,10,10,10,10,0,10,0,10,0,10,4,4,0,5.5,5,0.5,6,6,0,4,3.3333333333333335,2.3333333333333335,1,2,5.333333333333333,5.75,0.41666666666666696,4,1,2,7,16,Somewhat Disagree,H,18,1,1,1,3,4,2,4,2,2,3,1,3,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Not at all important,Rather important,8,5,7,3,7,5,6,5,2,7,6,5,2,8,Female,35-44,Labour,Very liberal,Below average,Employed (full-time),Post-graduate degree,In a relationship (but currently unmarried),1,1,13,No,"More than 100,000 inhabitants",I moved 6-10 times,Hampshire and Isle of Wight,Hampshire and Isle of Wight,NA,No,NA,1,3,3,3,1,3,3,2,5,£,0.067,attfirst,firstletter,H,J,allocator,10,0.67
p047,2022-04-04,03:25:08,03:33:30,100,501,01,GBR,EN-GB,P,20,20,10,20,20,10,20,20,20,0,10,0,10,0,20,4,4,0,5,4,1,6,4,2,4,3,2.6666666666666665,0.3333333333333335,2,6,4.75,-1.25,3,2,2,7,4,Somewhat Disagree,P,18,1,1,1,3,3,3,3,2,3,3,3,2,1,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents' duty is to do their best for their children even at the expense of their own well-being.,Rather important,Rather important,Not at all important,Rather important,5,6,5,6,6,6,5,6,6,6,6,3,5,7,Male,25-34,Labour,Somewhat liberal,Below average,Employed (part-time),Some college / university,In a relationship (but currently unmarried),0,0,3,No,"More than 100,000 inhabitants",I moved once or twice,West Yorkshire,West Yorkshire,Attitudes to other groups,No,NA,3,4,4,3,3,4,3,2,4,£,0.067,attfirst,firstletter,P,S,recipient,10,0.67
p048,2022-04-04,03:23:43,03:33:45,100,602,01,GBR,EN-GB,K,20,20,10,20,20,10,10,20,20,0,10,0,10,10,20,3.5,3.5,0,6.5,6,0.5,6.5,6,0.5,4,3.6666666666666665,2.6666666666666665,1,2.6666666666666665,5,5,0,4,1,2,7,16,Somewhat Disagree,K,18,1,1,1,3,4,3,4,2,3,3,3,3,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Not at all important,Rather important,7,5,5,7,7,5,5,5,7,7,5,5,5,9,Female,25-34,Conservative,A little conservative,Above average,Employed (part-time),Completed college / university,Married,1,9,5,No,"2,000 to 10,000 inhabitants",I moved once or twice,"Surrey, East and West Sussex","Surrey, East and West Sussex",NA,No,NA,1,3,3,3,1,4,1,1,5,£,0.067,allofirst,firstletter,K,M,recipient,10,0.67
